cancion,artista,fecha_lanzamiento,rank_global,track_score,spotify_streams,spotify_playlist_count,spotify_playlist_reach,spotify_popularity,youtube_views,tiktok_posts,tiktok_views,shazam_counts,anio_lanzamiento
No Role Modelz,J. Cole,2014-12-09,955,49.3,"2,235,160,830","403,355","73,668,045",81.0,"656,310,159","744,556","885,273,359","5,513,979",2014
Symphony (feat. Zara Larsson),Clean Bandit,2017-03-16,954,49.3,"1,456,894,713","141,677","49,274,720",71.0,"1,523,128,022","707,674","386,013,926","9,434,537",2017
Rain On Me (with Ariana Grande),Lady Gaga,2020-05-22,951,49.3,"1,060,378,159","104,647","55,948,663",68.0,"514,581,598","442,243","538,854,965","3,888,061",2020
"Baddadan (feat. IRAH, Flowdan, Trigga & Takura)",Chase & Status,2023-07-27,953,49.3,"118,804,209","57,036","35,240,391",71.0,"16,072,797",,,"908,754",2023
10:35,Tiï¿½ï¿,2022-11-03,958,49.2,"539,802,784","82,093","99,413,749",74.0,"94,379,586","11,473","119,710,596","2,064,142",2022
One Right Now (with The Weeknd),Post Malone,2021-11-05,963,49.2,"631,789,333","99,512","27,179,361",65.0,"182,180,447","30,141","181,078,488","2,041,348",2021
A Thousand Years,Christina Perri,2011-10-18,964,49.2,"1,654,956,613","177,834","80,060,384",77.0,"2,989,286,684","4,479,720","8,594,414,469","15,974,659",2011
Secreto,Anuel AA,2019-01-15,957,49.2,"759,388,276","68,502","18,835,572",65.0,"1,595,484,197","609,042","543,804,719","1,317,266",2019
Toda Remix - Remix,Alex Rose,2018-06-01,959,49.2,"482,021,697","68,578","13,363,939",66.0,"1,965,829,285","696,400","289,741,256","2,148,531",2018
I Hate U,SZA,2021-12-03,956,49.2,"456,871,037","71,261","34,724,014",66.0,"142,820,854","877,769","1,676,387,442","1,854,776",2021
Better Now,Post Malone,2018-04-27,962,49.2,"1,953,403,531","239,092","47,844,195",74.0,"48,443,287","104,133","97,061,584","8,827,325",2018
Call Me Maybe,Carly Rae Jepsen,2012-01-01,960,49.2,"1,394,048,309","211,162","114,187,117",77.0,"2,007,334,200","418,014","367,016,981","14,252,942",2012
Pobre Corazï¿½,Ke Personajes,2023-03-02,965,49.2,"187,127,704","18,938","5,235,073",65.0,"425,484,500","8,176","30,085,568","432,240",2023
Piece Of Your Heart,MEDUZA,2019-02-01,966,49.2,"995,452,298","188,608","44,047,615",65.0,"464,369,299","742,947","1,282,810,923","14,464,887",2019
"Tere Vaaste (From ""Zara Hatke Zara Bachke"")",Varun Jain,2023-05-22,961,49.2,"203,379,355","14,067","8,370,027",63.0,"361,600,873",,,"376,272",2023
Mi Kryptonita,Doble ONE Flow Letal,2023-10-11,967,49.1,"140,356,426","9,363","5,604,254",,"87,822,276","849,600","1,057,039,331","961,258",2023
Ram Pam Pam,NATTI NATASHA,2021-04-20,968,49.1,"257,167,813","38,896","13,810,240",55.0,"794,011,391","1,887,815","2,167,134,347","1,621,368",2021
"Milo J: Bzrp Music Sessions, Vol. 57",Bizarrap,2023-10-03,970,49.0,"181,516,735","25,092","10,823,656",,"155,509,942",,,"194,645",2023
Stuck In The Middle,BABYMONSTER,2024-02-01,972,49.0,"21,167,612","1,285","2,035,557",,"147,951,356","16,500","70,103,300","47,782",2024
No Se Va,Grupo Frontera,2022-04-28,973,49.0,"582,023,797","48,881","17,367,502",70.0,"293,059,162","1,100,596","805,988,782","1,946,266",2022
Aesthetic,Xilo,2020-02-14,969,49.0,"27,312,761","9,048","2,060,708",38.0,"3,538,161","12,562,825","5,979,843,010","26,178",2020
get him back!,Olivia Rodrigo,2023-09-08,971,49.0,"287,724,574","25,460","15,517,447",,"54,771,296","485,830","469,327,093","770,996",2023
LA PEOPLE II,Peso Pluma,2024-03-21,978,48.9,"123,243,341","5,069","34,480,158",79.0,"53,762,979",,"3,100,000","121,403",2024
"Valerie - Live At BBC Radio 1 Live Lounge, London / 2007",Amy Winehouse,2024-04-12,974,48.9,"562,814,594",17,"25,810",,,,,,2024
The Tortured Poets Department,Taylor Swift,2024-04-18,975,48.9,"150,693,008","3,273","15,710,281",,"15,389,385",,"39,100","49,802",2024
Your Love (9PM),ATB,2021-01-15,976,48.9,"721,002,104","146,298","62,920,572",71.0,"118,729,044","25,400","81,735,548","7,799,522",2021
One Side,Iyanya,2022-09-15,977,48.9,"23,823,099","10,859","859,682",53.0,"75,987,807","4,024,066","1,004,679,876",,2022
HEAT STICK,Shoreline Mafia,2024-05-10,979,48.8,"20,538,101","3,675","33,607,850",74.0,"3,575,151",,"108,700","75,399",2024
Photograph,Ed Sheeran,2013-01-01,980,48.8,"2,525,355,904","208,671","121,163,411",77.0,"1,884,843,329","1,459,274","4,406,781,129","17,163,765",2013
Virginia Beach,Drake,2023-10-06,981,48.8,"165,204,421","38,562","6,636,362",,"16,599,214",,,"349,915",2023
Great Gatsby,Rod Wave,2023-09-15,982,48.7,"66,813,186","11,024","4,487,030",,"75,881,981","4,842","34,091,093","395,093",2023
"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",Sofï¿½ï¿½a R,2018-02-16,983,48.7,"667,508,675","78,737","29,292,148",61.0,"1,001,147,152","7,162,351","8,778,203,835","8,994,016",2018
Ateï¿½ï¿½e Dï¿½ï,Mert Demir,2023-09-22,984,48.7,"98,395,711","14,727","3,591,657",,"198,114,786",,"84,398,578","1,134,279",2023
Until I Found You (with Em Beihold) - Em Beihold Version,Stephen Sanchez,2022-04-22,986,48.6,"1,020,452,066","108,274","75,934,462",79.0,"114,404,861","228,100","1,013,000,586",,2022
Wants and Needs (feat. Lil Baby),Drake,2021-03-05,985,48.6,"793,287,638","225,513","37,094,631",71.0,"104,966,782","36,542","319,496,635","2,221,501",2021
Jiwa Yang Bersedih,Ghea Indrawari,2023-05-18,987,48.4,"229,120,157","11,931","7,972,917",69.0,"136,914,720","1,589,944","5,604,886,674","154,129",2023
Coco Chanel,Eladio Carrion,2023-03-17,988,48.4,"459,282,058","67,717","32,043,186",72.0,"100,210,832","49,000","147,682,062","742,228",2023
Calm Down Baby,DJ Laxman,2024-01-12,989,48.4,"1,389,772,733",1,1,,,,,,2024
At My Worst,Pink Sweat$,2020-07-17,991,48.3,"670,245,273","83,819","24,550,707",64.0,"537,033,479","3,893,052","1,736,930,175","2,977,114",2020
TOO MUCH,The Kid LAROI,2023-10-19,990,48.3,"137,894,955","20,037","20,683,852",,"45,533,851","4,402","13,108,162","601,987",2023
Go Down Deh (feat. Shaggy and Sean Paul),Spice,2021-04-30,993,48.2,"218,431,985","56,998","7,122,424",61.0,"336,505,073","3,595,260","4,731,467,896","6,024,636",2021
Cake By The Ocean - Cover,MUSIC LAB JPN,2023-06-07,"1,103",48.2,"1,611,084,670",,,,,,,,2023
Miles On It,Marshmello,2024-05-03,992,48.2,"41,924,126","3,794","124,369,916",79.0,"4,219,901",,,"189,286",2024
El Caballito,FARIANA,2024-06-07,994,48.2,"184,278",74,"5,010,610",42.0,,"63,000","205,181,975","2,840",2024
PICK UP THE PHONE (feat. Nate Dogg),PAWSA,2024-05-31,995,48.1,"2,284,977","1,425","11,819,359",22.0,"186,215",,,"44,984",2024
Tomorrow 2 (with Cardi B),GloRilla,2022-09-23,996,48.1,"157,806,193","27,840","14,490,602",64.0,"216,925,153","264,839","507,673,872","1,089,768",2022
Se Preparï¿,Ozuna,2017-08-10,997,48.1,"846,909,112","81,897","37,257,314",73.0,"2,003,507,626","357,129","259,122,341","2,526,044",2017
Lost on You,LP,2016-03-24,998,48.1,"837,042,727","127,522","22,902,207",70.0,"2,265,062,550","87,300","239,446,479","16,431,621",2016
Leï¿½,Marï¿½ï¿½lia Mendo,2022-12-08,999,48.0,"415,752,953","20,588","32,327,663",66.0,"423,072,409","318,300","754,580,262","280,389",2022
"What Jhumka ? (From ""Rocky Aur Rani Kii Prem Kahaani"")",Pritam,2023-07-12,"1,005",47.9,"159,909,273","7,624","11,285,253",64.0,"329,088,407",,,"109,794",2023
Lean Wit Me,Juice WRLD,2018-05-22,"1,001",47.9,"880,781,313","137,341","29,154,307",72.0,"432,457,883","28,508","33,981,823","934,193",2018
HOTEL LOBBY (Unc & Phew),Quavo,2022-05-20,"1,002",47.9,"399,707,517","131,547","25,873,871",69.0,"44,839,108","1,332","1,130,861","2,145,146",2022
"Choli Ke Peeche (From ""Crew"")",Diljit Dosanjh,2024-03-20,"1,006",47.9,"16,264,473",552,"6,584,623",,"93,523,633",,,"35,056",2024
April Rain in August Weather,Baba Blakes,2023-03-24,"1,004",47.9,"408,449",38,"1,747",12.0,"524,571,173",23,385,75,2023
LEATHER,MAKAELA,2023-01-27,"1,000",47.9,"1,696",,,,"604,258,394",,,,2023
Panini,Lil Nas X,2019-06-20,"1,003",47.9,"741,766,886","96,241","16,599,790",62.0,"659,070,547","334,492","493,209,730","2,409,985",2019
She Had Me At Heads Carolina,Cole Swindell,2022-04-08,"1,007",47.9,"244,709,550","33,533","14,159,174",69.0,"92,809,269","53,799","140,118,719","911,477",2022
"So Long, London",Taylor Swift,2024-04-18,"1,008",47.8,"175,613,480","4,454","20,883,678",84.0,"15,237,337",,"1,510,800","67,886",2024
good 4 u,Olivia Rodrigo,2021-05-14,"1,009",47.8,"2,167,768,056","12,805","3,065,794",54.0,,,,"7,171,230",2021
bad idea right?,Olivia Rodrigo,2023-08-11,"1,012",47.7,"433,515,672","37,313","23,894,665",12.0,"37,971,085","236,657","839,351,640","706,445",2023
"Ay, DiOs Mï¿½ï",KAROL G,2020-07-10,"1,016",47.7,"599,215,039","57,051","16,707,832",61.0,"834,762,162","2,265,527","779,241,131","1,362,793",2020
happier,Olivia Rodrigo,2021-05-21,"1,015",47.7,"1,133,535,049","116,055","29,173,011",79.0,"352,845,171","722,581","3,266,081,830","1,970,544",2021
Lalala,Y2K,2019-06-28,"1,010",47.7,"968,133,091","142,494","16,656,325",66.0,"707,665,227","2,733,359","6,342,877,983","9,155,025",2019
ONE MORE TIME,blink-182,2023-09-21,"1,011",47.7,"62,097,485","16,027","7,986,146",,"36,646,460","5,436","39,957,104","1,145,608",2023
ýýýýýýýýýýýýýýýýýýýýý,HoneyWorks,2022-11-21,"1,014",47.7,"23,191,929","5,912","438,018",51.0,"128,703,160","3,400,886","6,284,732,144","188,814",2022
Tubarï¿½ï¿½o Te,Dj LK da Escï¿½ï¿,2022-09-28,"1,013",47.7,"150,177,750","30,142","13,282,269",59.0,"153,683,754","2,700,000","15,253,039,012","1,072,415",2022
Chichiquetere,HCTM,2022-08-06,"1,017",47.6,"1,858,478",581,"37,113",28.0,"163,462","5,101,153","1,420,793,896","49,225",2022
After Hours,Kehlani,2024-04-04,"1,019",47.6,"34,629,239","3,962","55,053,444",14.0,"2,560,026",,"4,592,500","349,619",2024
Monkeys Spinning Monkeys,Kevin MacLeod,2011-05-16,"1,018",47.6,"11,477,477","7,679","1,490,705",36.0,"11,457,166","31,963,934","233,232,311,463","1,177,639",2011
II MOST WANTED,Beyoncï¿,2024-03-27,"1,022",47.5,"76,870,736","5,252","32,501,444",,"6,424,033",,,"286,217",2024
One Kiss (with Dua Lipa),Calvin Harris,2015-01-01,"1,024",47.5,"2,178,606,166","291,456","162,511,602",79.0,"1,256,080,361","1,932,873","1,597,020,461","15,829,169",2015
Mmhmm,BigXthaPlug,2023-10-06,"1,020",47.5,"155,648,648","28,131","46,683,719",82.0,"27,758,776","44,222","7,609,548","479,173",2023
BOP,DaBaby,2019-09-27,"1,021",47.5,"820,923,123","158,363","34,079,735",68.0,"661,665,888","74,988","129,969,428","2,417,871",2019
Husn,Anuv Jain,2023-12-01,"1,023",47.5,"181,457,783","12,424","10,746,664",74.0,"130,834,495",,,"355,361",2023
Titanium (feat. Sia),Sia,2011-01-01,"1,031",47.4,"1,634,403,761","244,291","103,798,139",74.0,"1,855,838,617","223,184","510,515,661","15,214,627",2011
Kahani Suno 2.0,Kaifi Khalil,2022-05-31,"1,027",47.4,"296,648,613","21,479","6,678,540",68.0,"510,727,740","1,200,000","410,960,127","422,144",2022
No_se_ve.mp3,Emilia,2023-05-03,"1,025",47.4,"218,340,846","30,667","18,842,918",64.0,"223,159,269","225,600","876,147,905","744,536",2023
Lean On (feat. Mï¿½ï¿½ & DJ Snake) - J Balvin & Farruko R,Major Lazer,2015-09-04,"1,030",47.4,"53,822,187","2,081","465,455",,"3,617,929,617",,956,,2015
Arcade,Duncan Laurence,2019-03-07,"1,029",47.4,"1,184,536,529","199,838","52,970,224",69.0,"439,603,979","1,458,534","6,956,515,458","11,835,805",2019
Ya Te Olvide,Natanael Cano,2024-05-15,"1,032",47.4,"38,139,811","1,763","29,137,587",79.0,"19,437,867",,,"114,816",2024
How Deep Is Your Love,Calvin Harris,2015-07-17,"1,026",47.4,"1,156,342,373","168,603","66,723,908",78.0,"1,961,319,809","527,189","982,629,718","14,394,209",2015
BUTTERFLY EFFECT,Travis Scott,2017-01-01,"1,028",47.4,"1,388,024,799","219,410","37,089,107",79.0,"583,707,677","103,265","236,970,860","3,356,112",2017
Let You Down,NF,2017-09-15,"1,034",47.2,"1,472,430,869","187,536","40,032,849",73.0,"668,707,222","754,672","270,757,450","8,887,316",2017
FE!N (feat. Playboi Carti),Travis Scott,2024-03-30,"1,033",47.2,"656,618,110",3,82,,,,,,2024
Bad Memories (feat. Elley Duhï¿½ï¿½ & FAST ,MEDUZA,2022-07-22,"1,035",47.2,"460,973,352","87,026","76,037,102",69.0,"21,938,855","46,341","202,563,112","3,373,945",2022
Yo Perreo Sola,Bad Bunny,2020-02-29,"1,036",47.1,"745,086,450","95,154","29,388,631",67.0,"818,482,247","1,515,908","1,133,216,780","1,822,325",2020
ETA,NewJeans,2023-07-21,"1,038",47.1,"234,215,735","20,419","7,910,753",74.0,"189,170,317","98,128","297,802,502","248,138",2023
Jordan,Ryan Castro,2021-04-30,"1,037",47.1,"535,847,791","57,454","22,561,916",73.0,"602,969,531","2,054,500","5,134,093,462","1,079,602",2021
Take You Dancing,Jason Derulo,2020-07-22,"1,039",47.1,"716,319,941","98,905","32,882,211",65.0,"460,154,791","522,107","1,506,051,452",,2020
BUBALU,Feid,2023-09-22,"1,043",47.0,"152,487,756","26,763","34,486,818",,"91,266,986","22,360","7,708,938","783,303",2023
Be Alright,Dean Lewis,2018-06-29,"1,042",47.0,"1,749,353,402","182,732","81,424,354",72.0,"244,698,483","191,718","379,547,638","12,744,176",2018
Jalebi Baby,Tesher,2020-11-13,"1,041",47.0,"164,137,928","47,324","4,827,888",58.0,"569,438,267","3,568,275","8,443,743,856","6,489,242",2020
Endless Summer,Alan Walker,2023-07-13,"1,040",47.0,"28,340,672","7,147","9,900,066",55.0,"6,667,293","2,207,992","395,590,915","150,561",2023
Belly Dancer,Imanbek,2022-02-18,"1,047",46.9,"547,114,702","110,008","103,107,258",75.0,"152,539,885","81,866","367,187,204","3,826,486",2022
Who Told You (feat. Drake),J Hus,2023-06-08,"1,046",46.9,"142,574,143","72,496","16,207,605",62.0,"16,368,063","80,897","264,112,132","845,300",2023
NIGHT DANCER,imase,2022-08-19,"1,045",46.9,"239,149,370","46,984","6,134,615",67.0,"281,173,184","1,132,387","2,285,171,989","1,864,998",2022
Yoksun,Ebru Yaï¿½ï,2024-02-02,"1,048",46.9,"33,174,286","1,658","1,193,973",,"119,795,906",,,"499,594",2024
DON'T YOU WORRY,Black Eyed Peas,2022-06-16,"1,044",46.9,"302,939,117","48,916","26,723,190",62.0,"236,850,911","86,202","74,013,480","4,456,945",2022
"Rowdy Baby (From ""Maari 2"")",Dhanush,2020-08-26,"1,057",46.8,"58,283,353",12,"2,710",,"1,558,088,734",,,"139,710",2020
MIDDLE OF THE NIGHT,Elley Duhï¿,2020-01-10,"1,054",46.8,"1,104,008,150","173,612","51,608,714",72.0,"431,904,675","612,500","2,922,804,533","10,511,473",2020
Pickup Man (feat. Post Malone),HARDY,2023-11-09,"1,055",46.8,"27,891,947","11,898","5,352,704",,,,,"96,725",2023
Volando (Remix),Mora,2021-07-08,"1,052",46.8,"701,919,939","105,247","22,304,375",68.0,"560,364,244","26,200","74,137,126","1,404,755",2021
Moth To A Flame (with The Weeknd),Swedish House Mafia,2021-02-05,"1,056",46.8,"861,100,951","153,435","41,139,591",74.0,"95,899,960","35,151","184,453,448","5,566,537",2021
WORTH IT (feat. Don Toliver),Offset,2023-10-12,"1,050",46.8,"48,339,964","24,760","10,056,008",,"9,010,442",,"10,073,870","889,320",2023
Canï¿½ï¿½ï¿½t Catch Me Now - from The Hunger Games: The Ballad of Songbirds & ,Olivia Rodrigo,2023-11-03,"1,053",46.8,"259,807,712","30,605","33,315,037",,"9,545,403","73,845","538,186,129","1,027,616",2023
Solteiro Forï¿½ï¿½ado - (Boiadeira Internacio,Ana Castela,2023-07-07,"1,051",46.8,"210,195,998","10,723","12,965,116",65.0,"291,263,121","33,900","55,226,429","137,611",2023
"Naina (From ""Crew"")",Diljit Dosanjh,2024-03-05,"1,049",46.8,"65,661,355","2,351","12,360,484",76.0,"89,220,257",,,"127,403",2024
Bel Bont El3areedh,Hussain Aljassmi,2022-12-19,"1,059",46.7,"16,119",5,411,6.0,"634,519,417",,,,2022
"Naa Ready (From ""Leo"")",Anirudh Ravichander,2023-06-22,"1,058",46.7,"142,430,643","6,611","5,093,444",64.0,"347,065,741",,"18,800","101,174",2023
Dï¿½ï¿½jala Que Vuelva (feat. Manuel Tur,Piso 21,2017-10-20,"1,061",46.6,"871,780,891","56,085","22,005,461",68.0,"2,169,311,851","137,939","121,241,311","1,867,651",2017
Feel the POP,ZEROBASEONE,2024-05-13,"1,060",46.6,"8,699,917",533,"10,481,435",58.0,"31,498,812",,"329,800","11,352",2024
Diamonds,Rihanna,2012-01-01,"1,063",46.5,"1,419,912,461","180,128","62,951,327",70.0,"2,336,257,288","12,421","6,890,158","11,373,333",2012
Fuera del mercado,Danny Ocean,2022-02-17,"1,064",46.5,"535,013,440","57,772","25,048,190",71.0,"162,236,183","2,681,307","4,479,627,831","1,371,874",2022
Poor People We,Harp and a monkey,2022-11-28,"1,062",46.5,"1,071",6,"1,694",,"654,777,639",,,23,2022
El Cielo,Sky Rompiendo,2023-06-02,"1,068",46.4,"354,097,795","53,606","50,446,311",74.0,"89,166,241","26,367","107,126,101","542,456",2023
ALL MY FELLAS,Frizk,2023-09-19,"1,070",46.4,"56,978,899","19,534","2,505,224",,"31,575,700","1,095,900","641,905,367","460,827",2023
Bebefinn Song,Pinkfong,2024-05-03,"1,069",46.4,"38,895",8,611,,"50,007,108",,,,2024
BITTERSUITE,Billie Eilish,2024-05-17,"1,066",46.4,"58,810,212","3,394","9,510,078",87.0,,97,,"104,093",2024
Me Fui de Vacaciones,Bad Bunny,2022-05-06,"1,067",46.4,"366,872,354","61,014","15,444,758",68.0,"146,768,761","2,232,600","1,794,129,686","768,036",2022
Talk (feat. Disclosure),Khalid,2019-02-07,"1,065",46.4,"968,194,426","121,168","29,487,473",64.0,"468,753,245","622,138","175,481,915","5,865,620",2019
Rompe La Dompe,Peso Pluma,2023-12-28,"1,071",46.3,"164,219,485","11,966","20,373,836",,"101,560,741",,,"184,898",2023
greedy sped up,Tate McRae,2023-09-14,"1,074",46.2,"21,648,841","2,778","2,506,076",,,"1,992,300","3,067,524,132",,2023
Reloj,Rauw Alejandro,2020-10-22,"1,072",46.2,"579,749,218","90,725","22,415,388",65.0,"645,701,697","1,567,493","1,294,351,127","1,542,421",2020
ýýýýýýýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýý,2024-03-22,"1,073",46.2,"2,730,458",257,"128,196",,"89,974,882",,,"15,042",2024
Youï¿½ï¿½ï¿½re Mines Still (feat. ,Yung Bleu,2020-10-15,"1,075",46.1,"233,139,871","77,694","13,955,396",63.0,"425,539,008","98,082","111,422,826","523,078",2020
BADGYAL,SAIKO,2024-04-26,"1,076",46.1,"56,282,981","5,849","51,387,051",80.0,"13,102,384",,,"279,219",2024
Sorry 4 The Wait,Lil Wayne,2022-01-14,"1,079",46.0,"24,285,898","8,422","1,181,602",54.0,"9,750,600",917,"1,029,336","211,234",2022
DILUVIO,Rauw Alejandro,2023-07-07,"1,078",46.0,"310,562,790","33,458","54,918,981",79.0,"113,130,284","148,600","372,688,472","841,414",2023
ZEZE (feat. Travis Scott & Offset),Kodak Black,2018-10-12,"1,080",46.0,"1,070,685,587","203,323","32,147,932",71.0,"494,548,432","1,386,205","463,776,007","4,235,259",2018
"Kesariya (From ""Brahmastra"")",Pritam,2022-07-17,"1,084",46.0,"516,740,949","30,584","13,659,510",67.0,"548,697,509",,,"372,802",2022
The Craving (single version),Twenty One Pilots,2024-05-22,"1,083",46.0,"9,084,595","1,087","26,826,278",,"11,912,619",,,"35,315",2024
Bartolito,Duo Tiempo de Sol,2015-10-05,"1,082",46.0,"70,061,366","6,847","1,133,511",62.0,"3,257,763,799",,,"73,794",2015
Peaches,Jack Black,2023-04-07,"1,077",46.0,"144,252,786","35,929","3,276,465",64.0,"68,229,038","822,942","3,002,241,315","292,159",2023
Take My Breath - Single Version,The Weeknd,2021-08-05,"1,085",45.9,"465,348,362","89,586","17,062,402",57.0,"218,889,957","42,395","224,955,330",,2021
Lavender Haze,Taylor Swift,2022-10-21,"1,090",45.9,"711,138,043","42,535","28,394,531",73.0,"26,695,871","90,029","302,181,012","900,372",2022
KU LO SA - A COLORS SHOW,Oxlade,2022-06-10,"1,089",45.9,"331,419,634","92,569","17,049,738",68.0,"90,820,063","582,831","534,189,550","4,816,359",2022
Toca o Trompete,Felipe Amorim,2023-07-21,"1,087",45.9,"166,784,328","15,122","14,569,377",66.0,"196,927,226","482,200","1,222,155,154","173,558",2023
Nobody Gets Me,SZA,2022-12-09,"1,091",45.9,"561,645,790","58,561","39,587,642",82.0,"79,127,644","61,070","220,878,489","1,208,187",2022
Sleep Well,CG5,2024-02-16,"1,086",45.9,"19,236,234","1,602","962,658",,"114,064,058",,,"71,078",2024
Hei Apa Apa / Tik Tak Tik Tik,Donny Fernanda,2023-02-14,"1,092",45.9,"12,415",1,2,,,"3,817,700","2,586,057,582",,2023
Glock In My Lap,21 Savage,2020-10-02,"1,088",45.9,"614,603,953","164,722","24,902,576",78.0,"164,711,656","45,186","162,296,330","2,194,666",2020
overseas,Ken Carson,2024-04-12,"1,095",45.8,"35,980,441","7,297","7,809,196",79.0,"1,080,994",,,"82,029",2024
CORAZï¿½ï¿½N VA,Maria Becerra,2023-06-22,"1,094",45.8,"251,442,618","19,913","23,463,750",71.0,"209,201,810","249,263","541,965,678","209,753",2023
PUNTO G,Quevedo,2022-11-04,"1,096",45.8,"600,073,400","73,593","22,371,448",71.0,"171,936,153","181,760","450,971,538","529,802",2022
"Muqabla (From ""Street Dancer 3D"")",Yash Narvekar,2019-12-21,"1,093",45.8,"102,668,822","8,999","4,335,630",58.0,"1,111,498,706","4,369,880","557,936,748","104,058",2019
Ditto,NewJeans,2022-12-19,"1,098",45.7,"614,497,357","47,586","17,245,496",74.0,"202,069,442","396,808","1,587,051,148","714,871",2022
"Katchi Sera - From ""Think Indie""",Sai Abhyankkar,2024-01-22,"1,099",45.7,"61,447,714","2,592","5,382,316",,"128,967,148",,,"311,293",2024
Danza Kuduro - Cover,MUSIC LAB JPN,2023-11-24,"1,097",45.7,"1,642,258,500",11,127,,,,,,2023
Bubble Gum,NewJeans,2024-05-24,"1,101",45.6,"20,630,900","1,536","9,077,425",76.0,"14,185,984",,,"33,194",2024
Abejita Chiquitita,El Payaso Plim Plim,2023-09-08,"1,102",45.6,"5,741,262",275,"33,239",,"272,927,101","47,200","11,056","6,795",2023
Love wins all,IU,2024-01-24,"1,100",45.6,"60,903,416","4,743","2,755,053",,"122,003,102",,"712,700","120,507",2024
PRINCESITA DE ...,Jere Klein,2023-12-01,"1,103",45.5,"106,290,197","11,766","9,230,911",70.0,"139,655,492",,245,"195,908",2023
Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Tainy,2021-10-05,"1,104",45.4,"912,709,169","94,302","33,979,642",67.0,"410,395,727","75,146","303,742,856","1,218,835",2021
BABY HELLO,Rauw Alejandro,2023-06-23,"1,105",45.3,"268,383,799","47,936","46,787,442",68.0,"69,047,745","23,400","103,169,265","933,823",2023
ONE CALL,Rich Amiri,2023-11-03,"1,106",45.2,"271,566,931","33,970","50,694,559",80.0,"24,725,245",,"8,704,294","817,705",2023
Pehle Bhi Main,Vishal Mishra,2023-11-24,"1,111",45.2,"235,472,222","10,873","14,151,452",77.0,"134,079,122",,,"300,188",2023
Kill Bill,pasa michaelson,2023-08-26,"1,156",45.2,"1,842,758,768",1,1,,,,,,2023
2/Catorce,Rauw Alejandro,2021-02-14,"1,107",45.2,"534,981,600","92,466","17,067,105",64.0,"607,206,864","833,539","2,285,726,710","1,847,960",2021
Ride,Twenty One Pilots,2015-05-12,"1,110",45.2,"1,724,766,252","240,346","62,583,866",79.0,"1,832,805,733","473,867","515,516,585",,2015
Dusk Till Dawn (feat. Sia),ZAYN,2017-09-08,"1,108",45.2,"7,660,758","2,412","584,352",36.0,"2,384,906,510","1,352,318","2,577,621,675",,2017
Rush,Troye Sivan,2023-07-13,"1,109",45.2,"299,291,405","45,754","35,127,971",28.0,"59,684,881","37,300","341,762,321","1,347,624",2023
Physical,Dua Lipa,2020-01-30,"1,115",45.1,"967,029,446","108,666","29,267,130",71.0,"570,687,048","159,047","430,832,681","5,988,911",2020
Pumped Up Kicks,Foster The People,2010-01-01,"1,113",45.1,"1,791,778,314","344,490","131,726,745",81.0,"599,930,123","786,192","2,757,623,631","16,415,660",2010
Yes Indeed,Lil Baby,2018-05-15,"1,112",45.1,"1,110,994,645","186,456","41,273,853",74.0,"143,629,586","38,775","194,904,663","3,561,319",2018
Open Arms (feat. Travis Scott),SZA,2022-12-08,"1,114",45.1,"418,181,065","67,858","17,377,077",76.0,"87,097,570","79,800","155,757,311","1,272,704",2022
edamame (feat. Rich Brian),bbno$,2021-07-24,"1,117",45.0,"460,770,585","137,449","12,880,333",9.0,"129,095,680","697,200","5,783,885,492","5,556,466",2021
Turn Down for What,DJ Snake,2013-12-18,"1,116",45.0,"547,207,250","103,666","30,719,577",65.0,"1,350,062,601","962,796","1,943,093,911","14,799,660",2013
Calling (feat. A Boogie wit da Hoodie) [Spider-Man: Across the Spider-Verse],Metro Boomin,2023-06-02,"1,120",44.9,"234,350,961","56,138","13,361,149",69.0,"60,645,740",,,"1,068,077",2023
